accelX, accelY, accelZ, magX, magY, magZ, gyroX, gyroY, gyroZ, packetNum
7936, 12544, -1023, 3584, -9474, 7934, 17425, 22272, 512, 5618
2304, -1281, -15871, 4864, -9474, 7934, 16145, 20992, 1024, 5874
2304, -1281, -15871, 4864, -8194, 7166, 15889, 19712, 768, 6130
2816, -8705, 30465, 5888, -5634, 6142, 16657, 18688, 0, 6642
2816, -8705, 30465, 7680, -5634, 6142, 17169, 18432, -12783, 6898
2816, -8705, 30465, 7680, -3842, 5374, 17681, 17920, -13039, 7154
6912, -7681, 17921, 8448, -3842, 5374, 18449, 16128, -13039, 7410
6912, -7681, 17921, 8448, -2050, 4862, 19217, 14592, -13039, 7666
6912, -7681, 17921, 9728, -2050, 4862, 20241, 12800, -13039, 7922
2816, -6657, 9985, 9728, 511, 3838, 21521, 10752, -13295, 8178
2816, -6657, 9985, 10752, 511, 3838, 22801, 8192, -14063, 8434
2816, -6657, 9985, 10752, 1279, 3326, 24337, 5888, -14319, 8690
-2817, -7425, 2561, 11264, 1279, 3326, 26385, 3328, -14319, 8946
-2817, -7425, 2561, 12288, 3327, 2302, 30225, -13807, -14575, 9458
-513, -8705, -3584, 12288, 5375, 1790, -32751, -15855, -14575, 9714
-513, -8705, -3584, 12032, 5375, 1790, -30191, -17135, -14575, 9970
-513, -8705, -3584, 12032, 5375, 1534, -27375, -18415, -14319, 10226
1280, -13313, -6912, 12032, 5375, 1534, -24559, -19183, -14319, 10482
1280, -13313, -6912, 12032, 7167, 1022, -18927, -19439, -13551, 10994
5120, -15361, -10496, 12032, 6911, 1022, -16111, -18671, -13551, 11250
5120, -15361, -10496, 11264, 6911, 1022, -13551, -17647, -13039, 11506
7680, -12545, -11008, 11008, 7423, 1278, 3840, -16111, -13807, 12274
7680, -12545, -11008, 10752, 7423, 1278, 4864, -14831, -14063, 12530
3584, -8961, -6400, 10752, 6143, 1278, 6656, -13551, -13807, 12786
3584, -8961, -6400, 10496, 6143, 1278, 8960, 256, -13295, 13042
3584, -8961, -6400, 10496, 6399, 1278, 10752, 512, -13039, 13298
5888, -13313, -6400, 10752, 5631, 1790, 13824, -13039, 1024, 13810
5888, -13313, -6400, 10752, 5631, 1790, 14592, 256, 2048, 14066
10240, -5121, -6400, 10752, 4607, 2046, 15104, 1024, 3072, 14322
10240, -5121, -6400, 10752, 4607, 2046, 15360, 1792, 3840, 14578
10240, -5121, -6400, 10752, 4095, 2558, 15104, 1792, 4608, 14834
9216, -1281, -4608, 11008, 2303, 3070, 14336, 1280, 5888, 15346
9216, -1281, -4608, 10752, 2303, 3070, 13824, 1280, 6400, 15602
4864, -257, -512, 10752, 767, 3838, 10496, 2048, 6912, 16370
1792, 1792, 1537, 10496, -2, 4094, 7680, 2304, 6656, 16882
1792, 1792, 1537, 10752, -2, 4094, 6400, 2560, 6400, 17138
-1025, 4352, 2817, 10752, -258, 4350, 4864, 2560, 6144, 17394
-1025, 4352, 2817, 10496, -258, 4350, 3840, 2304, 5888, 17650
-1025, 4352, 2817, 10496, -1282, 4606, 2560, 2048, 5632, 17906
-3585, 6912, 3585, 10240, -1282, 4606, 1536, 1536, 5120, 18162
-3585, 6912, 3585, 10240, -770, 4350, 256, 1024, 4864, 18418
-7169, 6912, 4097, 10240, -1282, 4862, -14319, 0, 3584, 18930
-7169, 6912, 4097, 10496, -1282, 4606, -14831, -15855, 3584, 19442
-9473, 3328, 4609, 10240, -1282, 4606, -15087, -13551, 2560, 19698
-9473, 3328, 4609, 10240, -258, 4606, -15343, 3328, 1024, 19954
-2561, 5632, -3328, 10240, -1282, 4606, -15855, 512, -13039, 20466
-2561, 5632, -3328, 9984, -1282, 4606, -15599, -15087, -13295, 20722
-2561, 5632, -3328, 9984, -514, 4350, -15599, -16623, -13807, 20978
-11777, 2816, 3841, 10496, -514, 4350, -15599, -15855, -14319, 21234
-11777, 2816, 3841, 9984, -514, 4606, -14575, 0, -16111, 21746
-2817, 512, -3584, 9984, -514, 4606, -14063, 512, -16879, 22002
-2817, 512, -3584, 9728, -514, 4606, -13551, 0, -17135, 22258
-2817, 512, -3584, 9728, 255, 4350, -12783, -13039, -17391, 22514
-5889, -1, -768, 10240, 255, 4350, 768, -13039, -17647, 22770
-5889, -1, -768, 10240, -514, 4606, 1792, 256, -17903, 23026
-5889, -1, -768, 10496, -514, 4606, 2816, 768, -18415, 23282
-4353, -2817, -2560, 10496, -2, 4350, 4096, 256, -18415, 23538
-4353, -2817, -2560, 10752, -2, 4350, 5376, -13039, -18415, 23794
-4353, -2817, -2560, 10752, -770, 4606, 6656, -14319, -18671, 24050
-5633, -5889, 1025, 10752, -770, 4606, 8192, -15343, -18671, 24306
-5633, -5889, 1025, 10752, -1538, 4606, 10240, -15855, -18927, 24562
-5633, -5889, 1025, 10496, -1538, 4606, 12288, -16367, -19183, 24818
-4353, -9985, 3329, 10496, -1282, 4862, 14336, -17391, -19439, 25074
-4353, -9985, 3329, 11008, -1282, 4862, 16640, -18415, -19695, 25330
-4353, -9985, 3329, 11008, -3074, 5630, 18944, -19695, -19695, 25586
-4097, -13825, 10497, 10496, -3074, 5630, 21760, -20719, -20207, 25842
-4097, -13825, 10497, 10496, -3842, 5630, 24576, -21999, -20463, 26098
-4097, -13825, 10497, 10752, -3842, 5630, 27136, -23023, -20719, 26354
-3329, -14593, 17921, 10752, -5122, 6654, 30208, -24303, -21231, 26610
-3329, -14593, 17921, 10240, -5122, 6654, -32256, -26607, -21743, 26866
-3329, -14593, 17921, 10240, -7426, 7422, -29184, -29167, -22255, 27122
-2817, -14081, -31999, 9728, -7426, 7422, -26112, -31983, -23023, 27378
-2817, -14081, -31999, 9728, -8706, 8190, -23040, 30737, -23791, 27634
-2817, -14081, -31999, 9472, -8706, 8190, -20224, 28177, -24303, 27890
-3585, -15105, -17663, 8192, -11522, 9982, -15616, 20753, -26095, 28402
-3585, -15105, -17663, 8192, -14338, 10750, -14848, 15377, -27631, 28658
-10497, -11521, -255, 7168, -14338, 10750, -14592, 11281, -29167, 28914
-10497, -11521, -255, 7168, -16386, 12030, -14592, 8209, -30703, 29170
-10753, -8449, -255, 5632, -16386, 12030, -14592, 7441, -31471, 29426
-10753, -8449, -255, 5632, -19970, 13566, -14592, 7953, -32495, 29682
-10753, -8449, -255, 3584, -19970, 13566, -15872, 9233, -32751, 29938
-1281, 256, -255, 3584, -21506, 15102, -18176, 10769, 32529, 30194
-1281, 256, -255, 2304, -21506, 15102, -21760, 13841, 32529, 30450
-1281, 256, -255, 2304, -24322, 17150, -26624, 18193, 32273, 30706
10752, 24576, -255, 1024, -25602, 17918, 25856, 28433, 32529, 31218
10752, 24576, -255, 512, -25602, 17918, 17920, -32239, 32529, 31474
16128, -19968, -255, 512, -26370, 18430, 9216, -29167, -31983, 31730
16128, -19968, -255, 768, -26370, 18430, 1024, -32239, -28143, 31986
25344, -14848, -255, 512, -26882, 18942, -32495, 256, -26351, 32498
25344, -14848, -255, 512, -25602, 18174, 21009, 13312, -27631, 32754
25344, -14848, -255, 1280, -25602, 18174, 8465, 17408, -26607, -32526
15872, -1024, -255, 1280, -23554, 17406, -2800, 11520, -23023, -32270
15872, -1024, -255, 2816, -23554, 17406, -13040, 7168, -19695, -32014
15872, -1024, -255, 2816, -20226, 15102, -24560, 13312, -18159, -31758
23808, 769, -12031, 4608, -20226, 15102, 29456, 19968, -16623, -31502
23808, 769, -12031, 4608, -15362, 12542, 19728, 22016, -14575, -31246
23808, 769, -12031, 6144, -15362, 12542, 10768, 19712, 1280, -30990
15360, -3072, 17409, 6144, -10498, 10238, 2832, 20992, 4096, -30734
15360, -3072, 17409, 7680, -10498, 10238, -4337, 26368, 5888, -30478
15360, -3072, 17409, 7680, -3586, 6910, -10481, 30208, 7424, -30222
19200, -5120, 27904, 9472, -3586, 6910, -16625, 28928, 9216, -29966
19200, -5120, 27904, 9472, 4095, 3582, -22001, 26368, 11008, -29710
19200, -5120, 27904, 11264, 4095, 3582, -26865, 26624, 12288, -29454
19200, -5888, -15873, 11264, 12287, 766, -30193, 27136, 13312, -29198
19200, -5888, -15873, 12800, 12287, 766, 32527, 27648, 14592, -28942
19200, -5888, -15873, 12800, 21759, -1795, 30479, 26880, 16128, -28686
14592, 2049, 23551, 14592, 21759, -1795, 29455, 26112, 17664, -28430
14592, 2049, 23551, 16128, 30207, -4099, 29199, 27904, 19456, -27918
18688, 8961, 4863, 16128, -25089, -5635, 32527, 26624, 19456, -27662
18688, 8961, 4863, 17664, -16385, -6403, -4593, 27648, 21504, -27150
11776, -3584, -14338, 19456, -16385, -6403, -1265, 32256, 21504, -26894
11776, -3584, -14338, 19456, -8961, -6403, 5136, -30720, 21248, -26638
11776, -3584, -14338, 20736, -8961, -6403, 13584, -31488, 18944, -26382
768, -22016, -26370, 20736, -1537, -6147, 22544, 32512, 17152, -26126
768, -22016, -26370, 23296, -1537, -6147, 32528, 29696, 15616, -25870
768, -22016, -26370, 23296, 3072, -5891, -21232, 25856, 13824, -25614
-3841, -25088, -22274, 25344, 3072, -5891, -9712, 21504, 11776, -25358
-3841, -25088, -22274, 25344, 7936, -5379, 2833, 16896, 9728, -25102
-3841, -25088, -22274, 27136, 7936, -5379, 15889, 10240, 8192, -24846
-8193, -24832, -26114, 27136, 10496, -4867, 29201, 3840, 6400, -24590
-8193, -24832, -26114, 27904, 10496, -4867, -23023, -14319, 4864, -24334
-1793, -28416, -20482, 28416, 11264, -5123, 13824, -20463, 2816, -23822
-1793, -28416, -20482, 28416, 11264, -4867, 25344, -22255, 2304, -23566
-1793, -28416, -20482, 28160, 11264, -4867, -29440, -23535, 1536, -23310
8960, 30464, -6658, 28160, 8960, -4867, -18944, -24303, 1280, -23054
8960, 30464, -6658, 27648, 8960, -4867, -8448, -25327, 1024, -22798
8960, 30464, -6658, 27648, 6144, -5635, 1025, -27119, 768, -22542
16640, 21760, 11519, 26880, 6144, -5635, 9985, -28655, 256, -22286
16640, 21760, 11519, 26880, 1792, -6403, 18177, -31471, -13039, -22030
16640, 21760, 11519, 25600, 1792, -6403, 25857, 31249, -13807, -21774
17408, 19456, -29953, 24576, -3841, -6659, -24063, 25361, -15087, -21262
17408, 19456, -29953, 24576, -9985, -6403, -16383, 21009, -15599, -21006
15360, 7424, -2305, 23040, -9985, -6403, -9727, 15889, -15343, -20750
15360, 7424, -2305, 23040, -18177, -6403, -3583, 9745, -16111, -20494
15360, 7424, -2305, 20224, -18177, -6403, 2050, 3345, -16623, -20238
14080, 9216, -30464, 20224, -26369, -5891, 7426, -2800, -17647, -19982
14080, 9216, -30464, 17408, -26369, -5891, 12546, -7152, -18671, -19726
18176, 18176, -12288, 13824, 31231, -5123, 19458, -9712, -19439, -19214
18176, 18176, -12288, 13824, 20991, -3075, 20994, -8432, -20463, -18958
18176, 18176, -12288, 8960, 20991, -3075, 22018, -7408, -20975, -18702
19968, -29696, 21761, 8960, 12287, -1027, 21506, -5616, -21231, -18446
19968, -29696, 21761, 5120, 12287, -1027, 20482, -2800, -21231, -18190
19968, -29696, 21761, 5120, 2815, 2558, 18178, 1553, -21487, -17934
23552, -18944, -9215, 1024, -6402, 6142, 11010, 13073, -19695, -17422
23552, -18944, -9215, -2049, -6402, 6142, 5634, 17681, -19695, -17166
25088, -21248, -255, -4865, -14338, 9726, -5375, 29713, -20719, -16654
25088, -21248, -255, -4865, -22530, 14078, -16127, -26607, -20719, -16398
25600, -256, -255, -7169, -22530, 14078, -31231, -16367, -19951, -16142
25600, -256, -255, -7169, -27906, 17918, 12289, 4864, -18671, -15886
25600, -256, -255, -7937, -27906, 17918, -8192, 9984, -16879, -15630
17664, 13825, -255, -7937, -32002, 21246, -28928, 10496, -15343, -15374
17664, 13825, -255, -7937, -32002, 21246, 19200, 3072, 1536, -15118
12288, -15360, -255, -7937, 31230, 22014, -27375, 26624, 1024, -14606
12288, -15360, -255, -7937, 31998, 22014, 23825, -31744, -13295, -14350
12288, -15360, -255, -7681, 31998, 22014, 9745, 23808, -12783, -14094
-3585, -23552, -255, -7681, 32766, 20734, -2288, 11520, 2048, -13838
-3585, -23552, -255, -6145, 32766, 20734, -13040, 4608, 5120, -13582
-3585, -23552, -255, -6145, -29442, 18174, -23024, 3328, 8448, -13326
11520, -24320, -255, -5121, -29442, 18174, -30960, 4608, 12032, -13070
11520, -24320, -255, -5121, -25602, 15614, 27920, 11776, 13568, -12814
11520, -24320, -255, -5377, -25602, 15614, 22544, 11520, 15616, -12558
20736, 29952, -2559, -5377, -20994, 12286, 18448, 8192, 17920, -12302
20736, 29952, -2559, -4865, -20994, 12286, 15632, 5888, 19968, -12046
20736, 29952, -2559, -4865, -14594, 8958, 13840, 6144, 20992, -11790
18944, 16896, -28671, -4609, -14594, 8958, 13328, 7424, 21504, -11534
18944, 16896, -28671, -4609, -9218, 5630, 14096, 9216, 21760, -11278
18944, 16896, -28671, -4865, -9218, 5630, 17168, 11520, 21760, -11022
21504, 768, 8705, -4865, -2818, 2558, 21520, 14592, 21760, -10766
21504, 768, 8705, -4353, -2818, 2558, 26128, 17152, 21248, -10510
21504, 768, 8705, -4353, 2559, 510, 31504, 18944, 20992, -10254
18688, -10241, -13824, -3841, 2559, 510, -27888, 20224, 20480, -9998
18688, -10241, -13824, -3841, 7423, -1283, -20208, 20480, 19712, -9742
18688, -10241, -13824, -3073, 7423, -1283, -13296, 19968, 17920, -9486
7424, -19969, -29696, -3073, 12287, -3075, -6384, 19200, 16128, -9230
7424, -19969, -29696, -1793, 12287, -3075, 1297, 17408, 14336, -8974
3072, -24833, 29440, -1281, 14847, -4099, 16657, 15616, 10752, -8462
-1025, -19201, 26368, -1, 19711, -4867, -28655, 10240, 5376, -7694
-1025, -19201, 26368, 512, 19711, -4867, -21999, 7936, 4096, -7438
-1025, -19201, 26368, 512, 19967, -4611, -14831, 7680, 3072, -7182
1792, -27649, 18432, 1024, 19967, -4611, 4096, 8192, 2048, -6926
1792, -27649, 18432, 1024, 20479, -4611, 10240, 7680, 1280, -6670
1792, -27649, 18432, 1536, 20479, -4611, 16128, 6144, 1024, -6414
6144, -22529, 21504, 1536, 18943, -4099, 20992, 4352, 512, -6158
6144, -22529, 21504, 1536, 18943, -4099, 25600, 3328, 768, -5902
7936, -16129, 25344, 2048, 17407, -3843, -32000, 2560, 256, -5390
7936, -16129, 25344, 2048, 15871, -3075, -28672, 2304, 0, -5134
7936, -16129, 25344, 2048, 15871, -3075, -25600, 1536, -12783, -4878
8704, -12289, -30720, 2048, 12799, -2051, -23040, 512, 0, -4622
8704, -12289, -30720, 2048, 12799, -2051, -20992, -13295, 0, -4366
8704, -12289, -30720, 2048, 10239, -1283, -18944, -13807, 256, -4110
6912, -12289, -19968, 2304, 10239, -1283, -17408, -14319, 256, -3854
6912, -12289, -19968, 2304, 6911, -3, -16128, -14063, 512, -3598
6912, -12289, -19968, 2048, 6911, -3, -15104, -14831, 512, -3342
8192, -9729, -10496, 2048, 3839, 1022, -14592, -15599, 256, -3086
8192, -9729, -10496, 1536, 3839, 1022, -14592, -16367, 0, -2830
8192, -9729, -10496, 1536, 1279, 2046, -14592, -16111, 0, -2574
5632, -7425, -1536, 1536, 1279, 2046, -14080, -15343, 0, -2318
5632, -7425, -1536, 1536, -2306, 3838, -14080, -14063, 256, -2062
5632, -7425, -1536, 768, -2306, 3838, -14336, -13551, 1024, -1806
9216, -7937, 8961, 768, -5122, 5374, -15104, -14575, 1536, -1550
9216, -7937, 8961, 1024, -5122, 5374, -15616, -16367, 2048, -1294
9216, -7937, 8961, 1024, -7938, 6910, -16384, -17647, 2304, -1038
7936, -4353, 27649, 0, -11010, 8190, -17664, -18671, 2560, -526
7936, -4353, 27649, -1, -11010, 8190, -17920, -19183, 2560, -270
5120, -4609, -25599, -1, -13314, 8958, -18432, -19183, 2560, -14
5120, -4609, -25599, -513, -13314, 8958, -18688, -19439, 2304, 243
-1, -3841, -13567, -1281, -16898, 11006, -19456, -19439, 1280, 755
-1, -3841, -13567, -1281, -19202, 12030, -20224, -19695, 768, 1011
-4609, -1, -255, -1281, -21506, 13822, -22272, -21487, -13551, 1523
-4609, -1, -255, -2305, -21506, 13822, -23552, -23535, -14575, 1779
-12289, 6144, -255, -2817, -24322, 15358, -27392, -27375, -17135, 2291
-12289, 6144, -255, -2817, -25346, 16382, -30208, -28399, -18671, 2547
-10753, 16128, -255, -3329, -27906, 18174, 28672, -27887, -21999, 3059
-10753, 16128, -255, -3841, -27906, 18174, 24064, -26607, -23791, 3315
-10753, 16128, -255, -3841, -28674, 18430, 19456, -24559, -25327, 3571
-3841, 24576, -255, -3841, -28674, 18430, 14592, -21743, -26863, 3827
-3841, 24576, -255, -3841, -29442, 19198, 9216, -19183, -28143, 4083
1536, 27904, -255, -3841, -29954, 19710, -14831, -13551, -30447, 4595
1536, 27904, -255, -3073, -29954, 19710, -21231, 1024, -30959, 4851
1536, 27904, -255, -3073, -28930, 18942, -27631, 2304, -31215, 5107
6144, 31488, -255, -1793, -28930, 18942, 31761, 3328, -31215, 5363
6144, 31488, -255, -1793, -28162, 18686, 25617, -14319, -28911, 5619
9216, 30976, -255, -769, -26114, 16894, 14609, 6912, -26095, 6131
9216, 30976, -255, 512, -26114, 16894, 7697, 18176, -26863, 6387
9216, 30976, -255, 512, -23554, 16126, 1553, 20224, -26351, 6643
29184, -24320, -6399, 1792, -20994, 14590, -12016, 7424, -21231, 7155
29184, -24320, -6399, 4096, -20994, 14590, -16368, 3328, -18159, 7411
13824, -23808, -10751, 4096, -16386, 12542, -21232, 6400, -15599, 7667
13824, -23808, -10751, 5632, -16386, 12542, -26864, 13056, -13807, 7923
13824, -23808, -10751, 5632, -12546, 10750, -31984, 15616, 512, 8179
-32768, -22016, 14337, 6144, -7682, 8190, 26128, 16128, 7168, 8691
-32768, -22016, 14337, 7936, -7682, 8190, 22288, 19968, 9728, 8947
29952, -22272, -13056, 7936, -2050, 5886, 18704, 21760, 12544, 9203
29952, -22272, -13056, 9216, -2050, 5886, 15376, 23552, 15360, 9459
23296, -19456, 27648, 10496, 3071, 4094, 9744, 24576, 21248, 9971
23296, -19456, 27648, 10496, 9983, 1534, 6928, 26880, 24064, 10227
23296, -19456, 27648, 11776, 9983, 1534, 4880, 29952, 26112, 10483
23040, -12288, -2305, 13056, 16127, -259, 1296, -32768, 29952, 10995
23040, -12288, -2305, 13056, 22783, -2051, 528, -29696, 31744, 11251
17664, -3584, -23041, 14592, 22783, -2051, 272, -25600, -32768, 11507
17664, -3584, -23041, 14592, 29951, -3587, 272, -22272, -32000, 11763
17664, -3584, -23041, 16640, 29951, -3587, 1808, -19456, -31744, 12019
12800, 513, 22783, 16640, -29441, -4611, 4368, -15872, -31488, 12275
12800, 513, 22783, 18688, -29441, -4611, 5392, -12544, -32000, 12531
12800, 513, 22783, 18688, -22017, -5123, 7184, -11520, 32000, 12787
12800, -2560, 3583, 22016, -22017, -5123, 10000, -12032, 30208, 13043
12800, -2560, 3583, 22016, -16129, -5123, 14352, -12800, 27648, 13299
12800, -2560, 3583, 24832, -16129, -5123, 19728, -14848, 24576, 13555
3072, -13568, -8450, 24832, -9985, -4867, 27152, -17920, 20480, 13811
3072, -13568, -8450, 28416, -4353, -4611, -21232, -28416, 13056, 14323
-2817, -23296, -18690, 31232, -4353, -4611, -11760, 31488, 9472, 14579
-2817, -23296, -18690, 31232, -1025, -3587, -1520, 25600, 6144, 14835
-2817, -23296, -18690, -32000, -1025, -3587, 9489, 20224, 3328, 15091
-257, -29184, -22530, -30464, 2560, -3587, 31761, 8448, -13295, 15603
-257, -29184, -22530, -30464, 4352, -3331, -22767, 2816, -14575, 15859
8704, -31744, -17154, -29696, 4352, -3331, 512, -15343, -15855, 16115
8704, -31744, -17154, -29696, 4864, -3587, 22528, -25071, -17135, 16627
16384, 26368, -5890, -29696, 4096, -3587, -30976, -29935, -17647, 16883
16384, 26368, -5890, -30208, 4096, -3587, -19456, 31249, -17903, 17139
16384, 26368, -5890, -30208, 1280, -3843, -7680, 26641, -18159, 17395
18432, 15104, 11775, -31744, 1280, -3843, 4609, 23057, -18159, 17651
18432, 15104, 11775, -31744, -1537, -4611, 16641, 19473, -18159, 17907
18432, 15104, 11775, 32512, -1537, -4611, 29185, 15633, -18159, 18163
19968, 7168, -31489, 29952, -7169, -4867, -12031, 7441, -18159, 18675
19968, 7168, -31489, 29952, -14593, -5379, -255, 2321, -18159, 18931
16128, 6656, 1280, 27392, -14593, -5379, 9730, -2288, -19183, 19187
16128, 6656, 1280, 27392, -22273, -5123, 20482, -5872, -19695, 19443
2304, 15616, -18176, 23552, -32513, -4099, -29950, -17904, -22767, 19955
2304, 15616, -18176, 19200, -32513, -4099, -23550, -21488, -24559, 20211
-9985, 26368, 19713, 14848, 22783, -2563, -16638, -19696, -26863, 20723
-9985, 26368, 19713, 14848, 12287, 510, -14334, -13808, -27119, 20979
-9985, 26368, 19713, 9728, 12287, 510, -14846, -6384, -27119, 21235
-1281, -31488, -17919, 9728, 767, 4094, -16638, -496, -27119, 21491
5120, -5120, -255, 5888, -8962, 8958, -29438, 7953, -27375, 22003
5120, -5120, -255, 2816, -8962, 8958, 27138, 13585, -29935, 22259
5120, -5120, -255, 2816, -18690, 14078, 16386, 20497, -30703, 22515
6144, 27137, -255, -1, -18690, 14078, 770, 26385, -31471, 22771
6144, 27137, -255, -1, -26114, 18174, -17663, 32017, -32495, 23027
6144, 27137, -255, -1281, -26114, 18174, 20481, -24303, -29167, 23283
16640, 20993, -255, -1281, -31234, 22014, -4096, -25839, -26351, 23539
16640, 20993, -255, -2049, -31234, 22014, -25344, -24047, -22255, 23795
16640, 20993, -255, -2049, 30718, 24318, 19200, 9216, -23535, 24051
-27648, -9216, -255, -2817, 30718, 24318, 256, 25344, -25327, 24307
-27648, -9216, -255, -2817, 30462, 24318, -32495, 16384, -23791, 24563
-27648, -9216, -255, -1537, 30462, 24318, 15121, 6912, -21231, 24819
-14081, -13824, -255, -1537, 31486, 23806, 17, 1536, -18159, 25075
-14081, -13824, -255, -513, 31486, 23806, -13808, 2560, -15087, 25331
-14081, -13824, -255, -513, -30978, 20990, -25072, 4608, 1280, 25587
9472, -29184, -255, -1, -26882, 17918, 24080, 4096, 8704, 26099
9472, -29184, -255, 512, -26882, 17918, 17936, -14831, 13056, 26355
5888, 32256, -255, 256, -16130, 11262, 7952, 3584, 19968, 27123
16384, 24576, 29441, 256, -16130, 11262, 8464, 6400, 21760, 27379
16384, 24576, 29441, 256, -10242, 8446, 9744, 7936, 22784, 27635
16384, 24576, 29441, 256, -10242, 8446, 12048, 9984, 23552, 27891
14336, 11264, 1537, 256, -4610, 5118, 15376, 12544, 22272, 28147
14336, 11264, 1537, 0, -4610, 5118, 20752, 15616, 21248, 28403
7936, -4097, -23552, 768, 2047, 2558, -29936, 22784, 17920, 28915
7936, -4097, -23552, 768, 6399, 1022, -23024, 24064, 16128, 29171
7936, -4097, -23552, 1536, 6399, 1022, -15344, 24064, 13568, 29427
1536, -16897, 27392, 1536, 11519, -1283, -6640, 23552, 11520, 29683
